strain_id,T0_noMTX_noDrug.MID2_TPO4,T0_noMTX_noDrug.PLM2_SNA3,T0_noMTX_noDrug.MID2_WSC2,T0_noMTX_noDrug.SNA4_GTR2,T0_noMTX_noDrug.ALO1_ADE17,T0_noMTX_noDrug.ERG11_PIS1,T0_noMTX_noDrug.ERG11_ACF2,T0_noMTX_noDrug.SRO9_GIS2,T0_noMTX_noDrug.HNM1_TPO1,T0_noMTX_noDrug.SRO9_SGN1,T0_noMTX_noDrug.HUG1_ADE17,T0_noMTX_noDrug.PLM2_HNM1,T0_noMTX_noDrug.ERG11_ORM2,T0_noMTX_noDrug.HNM1_RBD2,T0_noMTX_noDrug.ERV25_ERG5,T0_noMTX_noDrug.PMC1_GTR2,T0_noMTX_noDrug.HUG1_ALO1,T0_noMTX_noDrug.SSH1_ERG11,T0_noMTX_noDrug.ADE17_HYR1,T0_noMTX_noDrug.ERG27_ACF2,T0_noMTX_noDrug.ALO1_HYR1,T0_noMTX_noDrug.HUG1_PGM2,T0_noMTX_noDrug.SRO9_DHH1,T0_noMTX_noDrug.MID2_RSN1,T0_noMTX_noDrug.ERG11_ERV25,T0_noMTX_noDrug.DHH1_LSM3,T0_noMTX_noDrug.ALO1_UIP4,T0_noMTX_noDrug.SSH1_ERV25,T0_noMTX_noDrug.SSH1_PIS1,T0_noMTX_noDrug.ERG11_TPO4,T0_noMTX_noDrug.TPO1_TPO2,T0_noMTX_noDrug.ERG11_ERG5,T0_noMTX_noDrug.RET2_EMP70,T0_noMTX_noDrug.ERV25_RBD2,T0_noMTX_noDrug.ERV25_PIS1,T0_noMTX_noDrug.FMP45_HNM1,T0_noMTX_noDrug.HNM1_MAM33,T0_noMTX_noDrug.noPPI_reference,T0_noMTX_noDrug.SSH1_ORM2,T0_noMTX_noDrug.PMC1_CTR2,T0_noMTX_noDrug.RET2_EMP47,T0_noMTX_noDrug.TPO1_MID2,T0_noMTX_noDrug.FMP45_MEP1,T0_noMTX_noDrug.HNM1_MID2,T0_noMTX_noDrug.HNM1_TPO2,T0_noMTX_noDrug.HNM1_ERG11,T0_noMTX_noDrug.SNA4_VAC8,T0_noMTX_noDrug.ERV25_EMP47,T0_noMTX_noDrug.ERG11_MID2,T0_noMTX_noDrug.ERV25_ORM2,T0_noMTX_noDrug.ERV25_UIP4,T0_noMTX_noDrug.ADE17_GIS2,T0_noMTX_noDrug.TPO1_TCB2,T0_noMTX_noDrug.HNM1_TPO4,T0_noMTX_noDrug.ERG11_HYR1,T0_noMTX_noDrug.FMP45_MID2,T0_noMTX_noDrug.MID2_MAM33,T0_noMTX_noDrug.MID2_PIN2,T0_noMTX_noDrug.MID2_TPO2,T0_noMTX_noDrug.GTR1_SLM4,T0_noMTX_noDrug.ADE17_PGM2,T0_noMTX_noDrug.RET2_SNA3
418,0.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0
44,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
452,0.0,2.0,0.0,3.0,8.0,2.0,6.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0,5.0,1.0,3.0,8.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,3.0,15.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,11.0,14.0,5.0,0.0,1.0,4.0,1.0,2.0,12.0,1.0,4.0,1.0,13.0,3.0,2.0,2.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0
532,0.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,4.0,5.0,3.0,2.0,0.0,0.0,2.0,0.0,12.0,5.0,7.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,11.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
79,0.0,2.0,1.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,7.0,2.0,2.0,0.0,6.0,2.0,19.0,3.0,1.0,0.0,0.0,22.0,5.0,6.0,1.0,0.0,10.0,1.0,12.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,11.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,5.0,21.0,0.0,0.0,0.0,0.0,2.0,26.0,2.0,3.0,3.0,2.0,0.0,0.0
882,0.0,4.0,2.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0
119,0.0,0.0,1.0,4.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0
40_2,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
411,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
412,0.0,0.0,3.0,2.0,2.0,13.0,10.0,3.0,0.0,1.0,3.0,1.0,0.0,81.0,5.0,4.0,2.0,2.0,9.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,13.0,11.0,0.0,1.0,1.0,0.0,13.0,3.0,11.0,2.0,1.0,15.0,3.0,4.0,0.0,1.0,0.0,1.0,40.0,0.0,2.0,1.0,3.0,9.0,0.0
59,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
61,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
506,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
643,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,10.0,15.0,0.0,1.0,2.0,0.0,12.0,10.0,0.0,1.0,0.0,10.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,9.0,6.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0,10.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0
917,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,6.0,5.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0,12.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,9.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0
1052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
