strain_id,A_noMTX_noDrug.ERV25_RBD2,A_noMTX_noDrug.SRO9_SGN1,A_noMTX_noDrug.MID2_PIN2,A_noMTX_noDrug.MID2_TPO2,A_noMTX_noDrug.PLM2_HNM1,A_noMTX_noDrug.ERV25_UIP4,A_noMTX_noDrug.ERG27_ACF2,A_noMTX_noDrug.HNM1_RBD2,A_noMTX_noDrug.HNM1_TPO1,A_noMTX_noDrug.PMC1_GTR2,A_noMTX_noDrug.HNM1_TPO4,A_noMTX_noDrug.ADE17_HYR1,A_noMTX_noDrug.DHH1_LSM3,A_noMTX_noDrug.MID2_RSN1,A_noMTX_noDrug.TPO1_TCB2,A_noMTX_noDrug.HNM1_MAM33,A_noMTX_noDrug.RET2_SNA3,A_noMTX_noDrug.MID2_MAM33,A_noMTX_noDrug.ERG11_HYR1,A_noMTX_noDrug.HUG1_ALO1,A_noMTX_noDrug.ERG11_ERG5,A_noMTX_noDrug.HUG1_ADE17,A_noMTX_noDrug.ERG11_ACF2,A_noMTX_noDrug.RET2_EMP70,A_noMTX_noDrug.ERG11_MID2,A_noMTX_noDrug.TPO1_MID2,A_noMTX_noDrug.ERG11_PIS1,A_noMTX_noDrug.FMP45_HNM1,A_noMTX_noDrug.SNA4_VAC8,A_noMTX_noDrug.ERV25_PIS1,A_noMTX_noDrug.SNA4_GTR2,A_noMTX_noDrug.ADE17_GIS2,A_noMTX_noDrug.GTR1_SLM4,A_noMTX_noDrug.noPPI_reference,A_noMTX_noDrug.MID2_TPO4,A_noMTX_noDrug.MID2_WSC2,A_noMTX_noDrug.SSH1_ERG11,A_noMTX_noDrug.SSH1_ERV25,A_noMTX_noDrug.RET2_EMP47,A_noMTX_noDrug.TPO1_TPO2,A_noMTX_noDrug.SRO9_DHH1,A_noMTX_noDrug.ERV25_ERG5,A_noMTX_noDrug.ERG11_TPO4,A_noMTX_noDrug.PMC1_CTR2,A_noMTX_noDrug.HNM1_MID2,A_noMTX_noDrug.ALO1_HYR1,A_noMTX_noDrug.ALO1_UIP4,A_noMTX_noDrug.PLM2_SNA3,A_noMTX_noDrug.FMP45_MEP1,A_noMTX_noDrug.ERG11_ORM2,A_noMTX_noDrug.ERV25_EMP47,A_noMTX_noDrug.SSH1_PIS1,A_noMTX_noDrug.ALO1_ADE17,A_noMTX_noDrug.HNM1_ERG11,A_noMTX_noDrug.ADE17_PGM2,A_noMTX_noDrug.HNM1_TPO2,A_noMTX_noDrug.ERV25_ORM2,A_noMTX_noDrug.FMP45_MID2,A_noMTX_noDrug.HUG1_PGM2,A_noMTX_noDrug.SRO9_GIS2,A_noMTX_noDrug.SSH1_ORM2,A_noMTX_noDrug.ERG11_ERV25
36,0.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,1.0,0.0
387,0.0,8.0,11.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,24.0,1.0,296.0,10.0,0.0,1.0,0.0,24.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,9.0,21.0,0.0,18.0,0.0,1.0,4.0,6.0,7.0,0.0,11.0,3.0
40_2,0.0,13.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0
411,0.0,9.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0
412,0.0,6.0,6.0,3.0,1.0,2.0,1.0,278.0,4.0,15.0,1.0,15.0,10.0,6.0,1.0,1.0,1.0,2.0,2.0,14.0,9.0,1.0,1.0,2.0,43.0,1.0,14.0,3.0,1.0,1.0,9.0,3.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,8.0,3.0,1.0,21.0,1.0,4.0,3.0,72.0,17.0,18.0,29.0,1.0
418,0.0,7.0,11.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,13.0,4.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,1.0
420,0.0,744.0,87.0,19.0,2.0,4.0,2.0,4.0,2.0,16.0,1.0,5.0,12.0,20.0,37.0,3.0,0.0,23.0,30.0,4.0,7.0,1.0,7.0,4.0,1.0,16.0,6.0,16.0,3.0,110.0,79.0,4.0,4.0,17.0,4.0,14.0,2.0,4.0,0.0,8.0,285.0,0.0,4.0,8.0,6.0,4.0,126.0,4.0,219.0,5.0,498.0,1.0,16.0,16.0,2.0,187.0,21.0,22.0,31.0,62.0,4.0,39.0
43,0.0,1.0,9.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,6.0,0.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,5.0,29.0,0.0,1.0,0.0,2.0,1.0,1.0,17.0,8.0,0.0,2.0,0.0,4.0,1.0,1.0,8.0,11.0,2.0,0.0,0.0
44,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
454,0.0,181.0,7.0,1.0,0.0,9.0,8.0,0.0,0.0,0.0,6.0,3.0,35.0,1.0,0.0,51.0,0.0,0.0,5.0,23.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,1.0,4.0,3.0,1.0,6.0,3.0,7.0,3.0,0.0,1.0
501,0.0,2.0,38.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
506,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,43.0,0.0
58,0.0,5.0,87.0,12.0,0.0,8.0,2.0,6.0,5.0,43.0,3.0,3.0,42.0,15.0,17.0,14.0,0.0,96.0,9.0,5.0,15.0,7.0,9.0,0.0,11.0,16.0,4.0,0.0,5.0,8.0,56.0,105.0,3.0,1.0,13.0,125.0,4.0,3.0,1.0,11.0,4.0,22.0,4.0,9.0,3.0,0.0,0.0,2.0,1.0,2.0,24.0,12.0,2.0,10.0,204.0,5.0,24.0,5.0,7.0,5.0,2.0,0.0
59,0.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,20.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0
643,0.0,6.0,13.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,23.0,3.0,4.0,0.0,3.0,1.0,4.0,3.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,12.0,2.0,2.0,2.0,0.0,1.0,4.0,7.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,24.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,5.0,0.0,203.0,0.0
897,0.0,3.0,38.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,78.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0
924,0.0,14.0,1.0,4.0,53.0,6.0,98.0,2.0,5.0,7.0,2.0,3.0,0.0,9.0,4.0,8.0,0.0,9.0,5.0,1.0,7.0,0.0,18.0,3.0,22.0,8.0,1.0,5.0,2.0,608.0,6.0,6.0,1.0,14.0,1.0,3.0,7.0,67.0,4.0,12.0,18.0,10.0,5.0,9.0,0.0,2.0,12.0,1.0,31.0,4.0,22.0,182.0,362.0,2.0,3.0,13.0,56.0,8.0,4.0,25.0,412.0,12.0
943,0.0,1.0,38.0,8.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,8.0,5.0,0.0,1.0,0.0,27.0,1.0,16.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,0.0,0.0,2.0,4.0,49.0,0.0,4.0,2.0,0.0,2.0,7.0,5.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,18.0,40.0,2.0,1.0,5.0,5.0,1.0,2.0,6.0,23.0,1.0,42.0,3.0
945,0.0,165.0,61.0,18.0,32.0,6.0,3.0,1.0,1.0,8.0,4.0,36.0,10.0,15.0,0.0,0.0,1.0,98.0,22.0,1.0,13.0,0.0,15.0,1.0,19.0,1.0,3.0,3.0,1.0,0.0,189.0,4.0,23.0,15.0,3.0,2.0,1.0,61.0,1.0,0.0,3.0,24.0,0.0,1.0,0.0,0.0,69.0,1.0,84.0,30.0,29.0,8.0,0.0,4.0,3.0,2.0,158.0,3.0,2.0,2.0,60.0,4.0
999,0.0,8.0,30.0,0.0,2.0,0.0,10.0,0.0,1.0,2.0,0.0,1.0,10.0,2.0,0.0,2.0,0.0,8.0,3.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,19.0,2.0,1.0,1.0,1.0,0.0,1.0,16.0,1.0,0.0,7.0,1.0
